date,cases_new,cases_import,cases_recovered,cases_active,cases_cluster,cases_unvax,cases_pvax,cases_fvax,cases_boost,cases_child,cases_adolescent,cases_adult,cases_elderly,cases_0_4,cases_5_11,cases_12_17,cases_18_29,cases_30_39,cases_40_49,cases_50_59,cases_60_69,cases_70_79,cases_80,cluster_import,cluster_religious,cluster_community,cluster_highRisk,cluster_education,cluster_detentionCentre,cluster_workplace
21/8/2022,2464,16,4427,38925,4,245,12,512,1695,202,139,1833,288,101,101,139,647,606,358,222,155,78,55,0,0,0,0,4,0,0
22/8/2022,2078,12,3290,37703,13,262,19,438,1359,198,102,1462,316,98,100,102,490,503,305,164,142,97,77,0,0,0,7,6,0,0
23/8/2022,2722,5,4856,35558,3,277,16,637,1792,238,156,1976,352,108,130,156,678,671,399,228,158,114,80,0,0,0,0,3,0,0
24/8/2022,2636,5,3206,34977,25,327,13,580,1716,260,148,1899,326,113,147,148,631,621,403,244,176,80,70,0,0,0,18,7,0,0
25/8/2022,3206,4,2180,35995,12,278,11,691,2226,246,176,2483,299,116,130,176,847,869,494,273,161,81,57,0,0,0,1,11,0,0
26/8/2022,3118,7,3363,35744,11,305,23,641,2149,248,170,2370,329,109,139,170,896,751,448,275,159,95,75,0,0,0,1,10,0,0
27/8/2022,2491,0,3715,34515,1,240,8,533,1710,184,131,1873,302,80,104,131,649,637,391,196,138,87,77,0,0,0,0,1,0,0
28/8/2022,2191,1,3796,32908,3,220,10,432,1529,183,101,1637,270,89,94,101,558,545,313,221,121,93,56,0,0,0,0,3,0,0
29/8/2022,1946,1,3271,31575,20,247,8,400,1291,161,92,1405,287,82,79,92,455,486,281,183,132,85,70,0,0,0,14,6,0,0
30/8/2022,2144,3,2549,31166,8,205,12,481,1446,180,105,1596,260,75,105,105,527,503,357,209,128,81,51,0,0,0,8,0,0,0
31/8/2022,2340,2,2502,30998,4,234,9,479,1618,185,110,1790,255,85,100,110,634,608,356,192,109,87,59,0,0,0,0,4,0,0
1/9/2022,2356,5,1875,31470,0,217,18,467,1654,183,104,1800,269,86,97,104,608,628,371,193,120,93,56,0,0,30,0,4,0,18
2/9/2022,2328,3,2618,31171,2,198,15,482,1633,162,112,1743,310,86,76,112,613,563,367,200,157,95,58,0,0,36,35,524,1,130
3/9/2022,2244,4,3202,30204,0,180,19,467,1578,136,108,1742,254,59,77,108,613,560,365,204,130,79,45,0,0,6,15,185,42,79
4/9/2022,1904,1,3138,28968,0,182,8,356,1358,142,72,1424,264,71,71,72,490,469,297,168,124,78,62,0,0,0,9,17,0,6
5/9/2022,1486,2,2897,27553,1,160,4,284,1038,108,40,1105,231,61,47,40,389,375,204,137,109,65,57,0,0,0,0,0,0,0
6/9/2022,2067,4,2279,27335,0,186,8,423,1450,128,59,1568,307,62,66,59,585,487,308,188,138,107,62,0,0,0,0,8,0,0
7/9/2022,2428,2,2673,27083,5,206,11,471,1740,146,64,1940,277,76,70,64,704,656,355,225,142,73,62,0,0,0,0,14,0,0
8/9/2022,2226,2,1894,27407,12,205,12,411,1598,144,48,1768,263,83,61,48,660,598,323,187,134,76,53,0,0,0,1,1,0,0
9/9/2022,1990,2,2016,27377,3,180,9,370,1431,133,48,1557,250,70,63,48,557,510,314,176,126,68,56,0,0,0,2,1,0,0
10/9/2022,1971,7,2389,26956,7,213,13,348,1397,140,60,1518,252,74,66,60,544,514,269,191,128,73,51,0,0,0,0,0,0,0
11/9/2022,1483,2,2090,26346,1,157,5,298,1023,114,39,1108,219,65,49,39,389,388,196,135,101,73,45,0,0,0,14,216,0,0
12/9/2022,1847,7,2148,26040,4,191,3,371,1282,144,64,1398,239,71,73,64,505,473,271,149,107,70,62,0,0,0,0,39,0,33
13/9/2022,1942,9,2276,25700,15,178,10,389,1365,143,81,1460,258,62,81,81,517,492,302,149,131,71,56,0,0,0,0,0,0,15
14/9/2022,2431,8,1820,26306,1,232,14,471,1714,171,100,1827,332,82,89,100,580,618,373,256,175,101,56,0,0,0,1,0,0,0
15/9/2022,2375,11,1466,27212,1,218,6,488,1663,161,103,1816,295,72,89,103,624,629,348,215,147,83,65,0,0,0,0,0,0,1
16/9/2022,1977,2,2018,27165,9,211,9,396,1361,143,96,1469,268,67,76,96,528,495,256,190,125,71,72,0,0,0,9,0,0,0
17/9/2022,1572,3,2695,26039,10,160,9,276,1127,114,48,1205,204,56,58,48,424,413,222,146,104,51,49,0,0,0,10,0,0,0
18/9/2022,1639,9,2056,25618,0,168,11,307,1153,131,73,1234,197,67,64,73,445,420,244,125,96,56,45,0,0,0,0,0,0,0
19/9/2022,1307,4,1830,25090,2,144,9,256,898,111,44,954,194,54,57,44,309,331,173,141,111,42,41,0,0,0,2,0,0,0
20/9/2022,1667,2,2028,24722,20,200,13,323,1131,138,77,1188,261,69,69,77,416,387,245,140,99,91,71,0,0,0,20,0,0,0
21/9/2022,2111,5,1493,25334,0,195,6,421,1489,158,97,1608,245,67,91,97,568,541,299,200,115,66,64,0,0,0,0,0,0,0
22/9/2022,2245,6,1901,25666,0,219,13,451,1562,164,119,1697,261,80,84,119,590,566,336,205,123,73,65,0,0,0,0,0,0,0
23/9/2022,2070,3,2009,25724,8,174,12,385,1499,135,92,1539,303,58,77,92,524,529,293,193,159,81,63,0,0,0,8,0,0,0
24/9/2022,1924,0,2360,25285,10,160,3,406,1355,129,81,1459,254,47,82,81,546,461,264,188,121,94,39,0,0,0,10,0,0,0
25/9/2022,1608,2,2352,24539,0,143,10,310,1145,98,95,1221,193,49,49,95,400,401,265,155,94,55,44,0,0,0,0,0,0,0
26/9/2022,1186,1,1690,24028,1,153,5,266,762,103,57,854,172,49,54,57,308,288,138,120,64,56,52,0,0,0,0,1,0,0
27/9/2022,1552,5,1684,23890,0,195,6,324,1027,143,78,1119,210,67,76,78,384,381,209,145,98,64,48,0,0,0,0,0,0,0
28/9/2022,2445,2,1613,24720,0,185,16,484,1760,170,127,1904,244,70,100,127,667,639,397,201,127,63,54,0,0,0,0,0,0,0
29/9/2022,1867,4,1402,25181,14,191,9,372,1295,143,104,1353,267,64,79,104,479,466,253,155,109,100,58,0,0,0,14,0,0,0
30/9/2022,2007,12,1407,25776,7,169,9,370,1459,119,97,1521,270,56,63,97,535,487,310,189,143,68,59,0,0,0,7,0,0,0
1/10/2022,1626,5,2386,25016,0,169,9,328,1120,132,103,1162,228,59,73,103,411,384,223,144,113,64,51,0,7,9,42,0,0,15
2/10/2022,1360,1,2271,24104,0,122,2,240,996,79,53,1053,175,39,40,53,382,393,180,98,97,48,30,0,0,0,42,190,13,168
3/10/2022,1244,4,2005,23338,13,122,5,234,883,83,52,948,161,33,50,52,309,284,235,120,70,49,42,0,0,1,14,153,18,96
4/10/2022,1483,4,1852,22964,0,151,8,289,1035,113,66,1123,181,57,56,66,384,347,222,170,83,53,45,0,0,0,0,35,0,0
5/10/2022,1722,8,1639,23045,0,143,5,335,1239,110,78,1348,186,49,61,78,454,472,266,156,86,52,48,0,0,0,0,0,0,0
6/10/2022,1794,5,1227,23608,0,145,6,346,1297,106,84,1380,224,43,63,84,468,473,280,159,92,82,50,0,0,0,0,1,0,0
7/10/2022,1788,6,1509,23884,0,177,11,334,1266,104,75,1382,227,51,53,75,479,480,262,161,117,65,45,0,0,0,0,5,0,0
8/10/2022,1627,3,2379,23128,56,161,12,283,1171,112,62,1214,239,50,62,62,416,423,244,131,91,79,69,0,0,0,16,16,0,10
9/10/2022,1453,8,1800,22779,0,149,7,262,1035,90,72,1125,166,49,41,72,387,404,219,115,88,42,36,0,0,0,7,0,0,0
10/10/2022,1241,1,1843,22174,0,92,5,236,908,81,41,978,141,36,45,41,340,331,193,114,67,45,29,0,0,0,0,0,0,0
11/10/2022,1291,2,1592,21870,5,112,6,249,924,70,57,987,177,35,35,57,363,313,205,106,85,55,37,0,0,0,7,169,43,5
12/10/2022,1628,7,1345,22152,0,131,2,290,1205,87,74,1260,207,46,41,74,424,464,230,142,93,64,50,0,0,0,2,22,0,5
13/10/2022,2090,4,1428,22811,36,186,6,357,1541,125,91,1648,226,63,62,91,596,581,291,180,100,71,55,0,0,0,0,0,0,36
14/10/2022,2231,6,1473,23564,1,190,11,405,1625,109,104,1777,241,46,63,104,626,630,339,182,125,72,44,0,0,0,0,0,0,1
15/10/2022,2023,13,1699,23888,2,166,8,370,1479,116,90,1575,242,51,65,90,588,546,281,160,121,71,50,0,0,0,0,0,0,2
16/10/2022,1712,2,1699,23899,0,144,6,302,1260,97,59,1335,221,50,47,59,456,460,259,160,106,69,46,0,0,0,0,0,0,0
17/10/2022,1210,1,2026,23077,0,117,5,262,826,83,41,904,182,47,36,41,358,277,175,94,80,53,49,0,0,0,0,0,0,0
18/10/2022,1873,4,1515,23432,0,159,6,321,1387,99,62,1503,209,51,48,62,557,494,282,170,99,59,51,0,0,0,0,0,0,0
19/10/2022,2295,4,1386,24338,16,176,12,441,1666,129,108,1823,235,56,73,108,742,540,334,207,110,75,50,0,0,0,0,16,0,0
20/10/2022,2561,8,1248,25643,5,191,13,487,1870,128,112,2062,259,54,74,112,826,639,355,242,124,82,53,0,0,0,0,5,0,0
21/10/2022,2256,6,1363,26533,5,185,7,428,1636,152,91,1719,294,73,79,91,594,608,314,203,138,97,59,0,0,0,0,5,0,0
22/10/2022,2618,7,1841,27306,13,198,6,440,1974,135,90,2122,271,59,76,90,820,711,388,203,136,64,71,0,0,0,9,4,0,0
23/10/2022,2054,1,1975,27385,37,142,7,344,1561,76,58,1631,289,38,38,58,616,518,305,192,132,84,73,0,0,0,37,0,0,0
24/10/2022,1737,1,2118,27001,2,134,8,279,1316,70,46,1375,246,30,40,46,528,460,231,156,110,82,54,0,0,0,0,2,0,0
25/10/2022,1743,1,1935,26804,4,129,9,330,1275,102,51,1392,198,53,49,51,553,413,248,178,103,57,38,0,0,0,0,4,0,0
26/10/2022,2136,3,1695,27239,3,146,9,345,1636,94,67,1722,253,48,46,67,594,590,341,197,114,87,52,0,0,0,2,1,0,0
27/10/2022,2762,8,1271,28726,2,211,6,461,2084,127,66,2281,288,63,64,66,885,762,406,228,139,88,61,0,0,0,0,2,0,0
28/10/2022,3296,10,1960,30061,35,217,15,551,2513,147,110,2655,384,83,64,110,942,923,490,300,197,107,80,0,0,0,23,2,0,10
29/10/2022,3189,3,2541,30708,0,229,13,558,2389,144,122,2580,343,63,81,122,904,871,536,269,167,100,76,0,0,0,0,0,0,0
30/10/2022,3129,6,2464,31371,9,188,8,519,2414,110,120,2596,303,60,50,120,929,879,509,279,146,84,73,0,0,0,0,9,0,0
31/10/2022,2913,7,2833,31442,15,239,13,523,2138,174,111,2309,319,88,86,111,895,708,455,251,152,92,75,0,0,0,0,5,0,10
1/11/2022,2913,11,2599,31753,35,265,12,554,2082,151,116,2291,355,65,86,116,815,816,425,235,169,110,76,3,9,28,10,52,0,69
2/11/2022,3969,2,2696,33024,27,277,18,747,2927,192,145,3238,394,78,114,145,1138,1161,630,309,182,113,99,0,6,10,22,449,15,238
3/11/2022,4711,7,3120,34604,50,296,13,891,3511,186,217,3848,460,91,95,217,1441,1306,706,395,259,125,76,0,0,3,42,97,58,109
4/11/2022,4360,4,3429,35534,213,286,16,913,3145,182,264,3499,415,95,87,264,1316,1203,611,369,223,98,94,0,0,0,58,23,0,1
5/11/2022,4621,2,3577,36577,171,296,14,949,3362,225,312,3649,435,90,135,312,1369,1264,661,355,238,126,71,0,0,0,0,0,6,0
6/11/2022,3913,4,3774,36711,87,304,21,782,2806,195,206,3084,428,79,116,206,1107,1032,635,310,196,125,107,0,0,0,0,0,0,0
7/11/2022,2521,2,4514,34710,5,240,11,508,1762,145,114,1970,292,70,75,114,775,683,318,194,135,96,61,0,0,0,0,0,0,0
8/11/2022,3781,3,2889,35593,206,240,14,858,2669,174,311,2934,362,74,100,311,1132,965,558,279,159,115,88,0,0,0,0,10,0,0
9/11/2022,3267,2,3947,34903,220,239,8,862,2158,153,284,2477,353,74,79,284,901,785,482,309,165,100,88,0,0,0,1,0,0,0
10/11/2022,3436,3,4292,34039,224,284,20,813,2319,146,272,2648,370,74,72,272,856,920,567,305,184,101,85,0,0,0,5,0,0,0
11/11/2022,3245,3,4208,33072,205,272,22,782,2169,161,289,2412,383,66,95,289,875,742,548,247,162,110,111,0,0,0,9,192,0,4
12/11/2022,2882,1,4730,31215,119,247,7,726,1902,139,258,2141,344,65,74,258,803,618,456,264,152,91,101,0,0,0,0,8,0,0
13/11/2022,2234,2,3836,29611,37,221,14,467,1532,128,117,1687,302,61,67,117,586,521,375,205,109,99,94,0,0,0,35,2,0,0
14/11/2022,1749,1,2564,28790,54,163,10,393,1183,91,91,1336,231,49,42,91,478,445,263,150,93,76,62,0,0,0,1,52,1,0
15/11/2022,2852,3,3710,27920,82,230,16,647,1959,136,184,2195,337,63,73,184,705,788,472,230,143,100,94,0,0,0,14,68,0,0
16/11/2022,3304,4,3045,28171,114,237,14,803,2250,137,266,2493,408,65,72,266,816,821,531,325,192,118,98,0,0,0,0,114,0,0
17/11/2022,3457,2,3736,27883,76,274,22,767,2394,145,193,2741,378,54,91,193,913,911,614,303,165,99,114,0,0,0,1,73,0,2
18/11/2022,3037,3,3198,27717,16,314,17,669,2037,169,146,2379,343,86,83,146,867,809,452,251,138,114,91,0,0,0,1,15,0,0
19/11/2022,2450,0,3000,27162,6,192,9,456,1793,90,82,1987,291,47,43,82,678,670,418,221,147,69,75,0,0,0,6,0,0,0
20/11/2022,1633,3,1989,26804,60,221,6,287,1119,96,35,1229,273,61,35,35,415,424,248,142,104,79,90,0,0,0,60,0,0,0
21/11/2022,2121,0,1764,27147,9,249,8,421,1443,115,77,1680,249,71,44,77,626,567,319,168,119,74,56,0,0,0,3,6,0,0
22/11/2022,2516,3,2643,27009,37,241,18,526,1731,128,97,1916,375,68,60,97,613,658,393,252,152,118,105,0,0,0,37,0,0,0
23/11/2022,3537,7,3319,27219,11,298,18,724,2497,167,146,2800,424,75,92,146,898,1013,573,316,184,118,122,0,0,0,10,0,0,1
24/11/2022,2877,3,3226,26862,42,309,12,715,1841,171,133,2161,412,71,100,133,740,750,422,249,168,124,120,0,0,0,9,33,0,0
25/11/2022,3024,7,2969,26909,4,329,15,680,2000,186,108,2330,400,81,105,108,763,806,477,284,161,114,125,0,0,0,4,0,0,0
26/11/2022,2898,2,2789,27014,62,311,15,646,1926,175,101,2142,480,84,91,101,727,700,454,261,199,152,129,0,0,0,62,0,0,0
27/11/2022,2022,0,1819,27213,54,201,6,472,1343,115,89,1527,291,71,44,89,528,518,304,177,116,88,87,0,0,0,3,51,0,0
28/11/2022,2465,1,2029,27644,0,174,13,516,1762,104,72,2000,289,67,37,72,663,708,409,220,118,92,79,0,0,0,0,0,0,0
29/11/2022,1672,1,2722,26584,4,171,7,352,1142,91,48,1303,230,41,50,48,423,432,278,170,103,59,68,0,0,0,0,4,0,0
30/11/2022,1737,1,3338,24966,0,195,10,398,1134,87,69,1269,312,39,48,69,436,435,253,145,141,85,86,0,0,0,0,0,0,0
1/12/2022,2375,4,2857,24473,106,261,8,638,1468,148,176,1711,340,82,66,176,607,579,336,189,138,116,86,7,40,6,7,49,0,55
2/12/2022,2421,2,2826,24059,7,239,9,541,1632,104,116,1867,334,55,49,116,659,659,341,208,136,108,90,0,0,4,175,279,53,147
3/12/2022,1866,6,2814,23105,4,180,11,384,1291,112,80,1417,257,54,58,80,480,485,288,164,94,84,79,0,0,3,42,97,58,109
4/12/2022,1502,1,2093,22511,9,138,8,299,1057,75,51,1178,198,46,29,51,407,402,250,119,89,50,59,0,0,0,0,139,0,1
5/12/2022,1576,1,2278,21806,14,167,13,329,1067,86,69,1159,262,44,42,69,423,382,223,131,108,78,76,0,0,0,0,0,0,0
6/12/2022,1649,3,1675,21764,6,190,6,324,1129,102,67,1200,280,48,54,67,337,430,245,188,115,83,82,0,0,0,0,2,0,0
7/12/2022,1682,2,1428,22012,36,168,8,386,1120,90,87,1265,240,36,54,87,440,416,259,150,84,82,74,0,0,0,0,1,0,0
8/12/2022,1616,1,2145,21479,33,179,8,353,1076,90,86,1184,256,49,41,86,413,394,236,141,83,91,82,0,0,0,0,4,0,0
9/12/2022,1597,5,2596,20474,72,167,5,352,1073,82,88,1195,232,51,31,88,409,389,263,134,105,62,65,0,0,0,4,0,0,0
10/12/2022,1315,1,2601,19183,29,158,5,250,902,77,45,999,194,34,43,45,335,351,190,123,68,58,68,0,0,0,0,0,0,0
11/12/2022,867,1,1313,18727,8,106,4,193,564,51,28,614,174,25,26,28,226,200,98,90,69,50,55,0,0,0,17,89,0,13
12/12/2022,809,4,1552,17978,9,97,1,161,550,43,22,575,169,21,22,22,198,205,102,70,70,51,48,0,0,0,0,0,0,9
13/12/2022,1040,2,1456,17553,0,124,4,224,688,56,31,782,171,27,29,31,247,285,153,97,65,57,49,0,0,0,0,0,0,0
14/12/2022,1241,3,1567,17221,6,124,9,212,896,64,21,955,201,43,21,21,321,333,191,110,71,57,73,0,0,0,6,0,0,0
15/12/2022,1161,3,1562,16817,1,129,3,198,831,47,15,906,193,26,21,15,314,304,178,110,89,52,52,0,0,0,1,0,0,0
16/12/2022,1138,2,1420,16527,0,123,6,213,796,47,27,871,193,29,18,27,314,289,149,119,83,52,58,0,0,0,0,0,0,0
17/12/2022,993,2,1460,16055,0,112,7,181,693,57,13,770,153,30,27,13,237,280,163,90,64,52,37,0,0,0,0,0,0,0
18/12/2022,847,2,1154,15742,10,74,3,154,616,48,23,624,152,28,20,23,249,199,114,62,61,48,43,0,0,0,10,0,0,0
19/12/2022,721,3,914,15547,3,86,2,145,488,31,15,516,159,18,13,15,177,180,104,55,61,47,51,0,0,0,3,0,0,0
20/12/2022,816,1,940,15417,0,82,3,147,584,34,23,650,109,22,12,23,235,240,128,47,53,25,31,0,0,0,0,0,0,0
21/12/2022,984,2,1534,14860,1,89,4,164,727,45,19,779,141,22,23,19,282,277,151,69,62,44,35,0,0,0,1,0,0,0
22/12/2022,858,1,1114,14601,0,99,3,138,618,42,16,674,126,24,18,16,246,248,116,64,47,38,41,0,0,0,0,0,0,0
23/12/2022,902,5,1104,14393,0,98,2,147,655,45,12,722,123,24,21,12,250,262,136,74,48,37,38,0,0,0,0,0,0,0
24/12/2022,766,0,1026,14132,0,80,5,138,543,26,6,602,132,17,9,6,196,210,130,66,48,48,36,0,0,0,0,0,0,0
25/12/2022,609,2,737,14004,0,74,3,122,410,29,11,456,113,16,13,11,161,163,79,53,46,31,36,0,0,0,0,0,0,0
26/12/2022,480,7,655,13825,0,51,4,71,354,18,11,345,106,12,6,11,112,130,64,39,37,42,27,0,0,0,0,0,0,0
27/12/2022,423,2,834,13408,0,51,6,79,287,28,5,286,104,17,11,5,89,97,63,37,33,36,35,0,0,0,0,0,0,0
28/12/2022,480,6,957,12927,0,68,0,99,313,28,9,331,112,19,9,9,113,112,62,44,40,32,40,0,0,0,0,0,0,0
29/12/2022,679,4,923,12677,0,85,3,95,496,38,4,524,113,25,13,4,177,171,114,62,44,30,39,0,0,0,0,0,0,0
30/12/2022,583,7,930,12329,0,77,2,102,402,26,12,442,103,17,9,12,131,153,85,73,41,28,34,0,0,0,0,0,0,0
31/12/2022,513,4,833,12008,13,52,1,100,360,27,16,364,106,17,10,16,111,127,78,48,45,27,34,0,0,0,13,0,0,0
1/1/2023,420,3,547,11877,0,54,0,61,305,22,12,305,81,16,6,12,101,101,65,38,31,23,27,0,0,0,0,0,0,0
2/1/2023,360,1,423,11813,0,49,4,79,228,24,6,257,73,13,11,6,70,88,63,36,23,24,26,0,0,0,0,0,0,0
3/1/2023,333,1,376,11769,0,44,1,79,209,26,15,226,66,15,11,15,75,75,49,27,23,17,26,0,0,0,0,0,0,0
4/1/2023,433,4,500,11702,0,58,0,88,287,33,18,321,61,19,14,18,105,105,69,42,18,27,16,0,0,0,0,113,0,0
5/1/2023,571,1,696,11570,10,70,8,112,381,31,16,407,117,13,18,16,121,140,91,55,39,37,41,0,0,0,0,0,0,0
6/1/2023,543,4,1478,10631,8,71,3,84,385,34,16,408,85,18,16,16,125,147,85,51,29,27,29,0,0,0,0,0,0,0
7/1/2023,571,4,551,10647,0,65,5,106,395,37,19,441,74,18,19,19,139,171,82,49,29,16,29,0,0,0,0,0,0,0
8/1/2023,405,8,441,10610,0,55,5,73,272,29,16,291,69,16,13,16,103,80,59,49,31,24,14,0,0,0,0,0,0,0
9/1/2023,383,2,355,10630,0,44,2,77,260,28,17,274,64,13,15,17,91,108,47,28,22,29,13,0,0,0,0,0,0,0
10/1/2023,380,11,373,10628,0,51,1,60,268,25,10,282,63,15,10,10,107,90,52,33,20,24,19,0,0,0,0,0,0,0
11/1/2023,367,2,398,10588,0,56,3,69,239,43,14,236,74,18,25,14,63,81,60,32,27,24,23,0,0,0,0,0,0,0
12/1/2023,383,2,625,10342,0,50,2,73,258,30,13,274,66,12,18,13,98,99,46,31,28,21,17,0,0,5,9,136,0,8
13/1/2023,320,2,506,10153,0,42,1,52,225,20,21,223,56,8,12,21,76,74,46,27,22,16,18,0,0,0,0,0,0,0
14/1/2023,287,1,590,9850,0,33,3,62,189,24,12,207,44,15,9,12,77,59,43,28,16,13,15,0,0,0,0,0,0,0
15/1/2023,244,2,401,9693,0,28,1,47,168,22,7,174,41,10,12,7,55,57,38,24,20,12,9,0,0,0,0,0,0,0
16/1/2023,227,4,367,9547,0,24,1,42,160,11,6,168,42,2,9,6,48,67,29,24,19,10,13,0,0,0,0,0,0,0
17/1/2023,350,4,349,9543,2,40,4,70,236,21,21,248,60,11,10,21,75,80,58,35,23,18,19,0,0,0,0,2,0,0
18/1/2023,371,1,304,9606,0,36,2,67,266,24,18,269,60,9,15,18,88,102,58,21,20,24,16,0,0,0,0,0,0,0
19/1/2023,318,1,331,9593,0,40,2,70,206,28,14,235,41,14,14,14,72,86,48,29,14,15,12,0,0,0,0,0,0,0
20/1/2023,285,5,300,9571,5,30,1,42,212,26,12,198,49,13,13,12,64,72,37,25,21,15,13,0,0,0,5,0,0,0
21/1/2023,293,0,326,9536,23,43,0,39,211,18,10,200,65,7,11,10,47,80,45,28,20,16,29,0,0,0,23,0,0,0
22/1/2023,309,1,292,9553,89,53,5,81,170,15,7,239,48,7,8,7,89,84,40,26,12,17,19,0,0,0,20,0,69,0
23/1/2023,142,1,267,9428,0,15,0,29,98,8,5,103,26,4,4,5,29,37,26,11,11,9,6,0,0,0,0,0,0,0
24/1/2023,101,1,315,9214,0,14,0,17,70,7,3,76,15,2,5,3,23,34,10,9,6,5,4,0,0,0,0,0,0,0
25/1/2023,132,2,346,8999,0,25,1,24,82,8,2,89,33,3,5,2,28,29,21,11,14,10,9,0,0,0,0,0,0,0
26/1/2023,172,1,325,8843,0,28,3,38,103,14,7,116,35,3,11,7,40,40,23,13,14,9,12,0,0,0,0,0,0,0
27/1/2023,236,3,312,8765,0,38,2,46,150,20,11,161,44,10,10,11,44,57,34,26,20,8,16,0,0,0,0,0,0,0
28/1/2023,258,2,309,8712,0,23,0,47,188,12,10,206,30,9,3,10,71,76,42,17,11,10,9,0,0,0,0,0,0,0
29/1/2023,269,3,285,8696,0,40,2,30,197,19,6,193,51,12,7,6,68,69,36,20,20,12,19,0,0,0,0,0,0,0
30/1/2023,202,4,141,8755,0,27,2,32,141,23,2,153,24,8,15,2,47,51,38,17,12,4,8,0,0,0,0,0,0,0
31/1/2023,251,0,105,8901,0,26,2,47,176,13,13,186,39,6,7,13,52,67,48,19,13,17,9,0,0,0,0,0,0,0
1/2/2023,325,2,113,9113,0,28,2,82,213,17,29,239,40,7,10,29,83,67,51,38,22,9,9,0,0,0,0,0,0,0
2/2/2023,324,4,148,9289,0,34,0,48,242,18,9,256,41,7,11,9,96,74,60,26,13,11,17,0,0,0,0,0,0,0
3/2/2023,340,1,416,9213,0,28,1,59,252,20,12,256,52,6,14,12,90,78,55,33,30,11,11,0,0,0,0,0,0,0
4/2/2023,202,6,275,9139,0,22,1,38,141,15,9,136,42,7,8,9,51,54,23,8,18,8,16,0,0,0,0,60,0,0
5/2/2023,211,2,789,8561,0,33,0,45,133,18,7,144,42,12,6,7,50,58,23,13,20,11,11,0,0,0,0,0,0,0
6/2/2023,175,1,1013,7722,0,29,0,35,111,20,2,125,28,10,10,2,35,51,20,19,15,6,7,0,0,0,0,0,0,5
7/2/2023,184,3,253,7651,14,22,1,25,136,12,8,125,39,7,5,8,34,43,30,18,13,11,15,0,0,0,0,0,0,0
8/2/2023,189,1,279,7561,0,34,0,16,139,16,3,133,37,13,3,3,45,36,33,19,20,8,9,0,0,0,0,0,0,0
9/2/2023,269,1,375,7455,0,35,3,42,189,21,5,194,49,8,13,5,70,62,43,19,19,17,13,0,0,0,0,0,0,0
10/2/2023,255,3,306,7400,0,21,2,35,197,13,8,207,27,6,7,8,66,92,37,12,11,11,5,0,0,0,0,0,0,0
11/2/2023,259,5,390,7268,0,29,2,47,181,21,8,188,42,5,16,8,66,64,35,23,17,6,19,0,0,0,0,0,0,0
12/2/2023,160,1,358,7070,0,18,1,31,110,17,4,117,22,6,11,4,47,39,19,12,6,8,8,0,0,2,3,91,36,2
13/2/2023,164,2,254,6979,0,17,0,29,118,9,4,119,32,5,4,4,43,38,25,13,10,12,10,0,0,0,0,0,0,0
14/2/2023,200,1,155,7023,0,23,3,40,134,14,6,149,31,8,6,6,59,54,24,12,16,5,10,0,0,0,0,0,0,0
15/2/2023,237,1,215,7044,0,23,1,41,172,16,5,181,35,5,11,5,63,51,38,29,16,13,6,0,0,0,0,0,0,0
16/2/2023,281,1,257,7068,0,25,4,59,193,17,8,225,31,6,11,8,76,73,42,34,12,7,12,0,0,0,0,0,0,0
17/2/2023,241,1,235,7074,0,27,0,32,182,16,7,188,30,11,5,7,62,64,39,23,14,6,10,0,0,0,0,0,0,0
18/2/2023,212,1,310,6975,0,20,1,28,163,5,4,172,31,1,4,4,53,62,34,23,14,8,9,0,0,0,0,0,0,0
19/2/2023,186,5,158,7002,0,24,1,20,141,9,1,151,25,4,5,1,39,64,37,11,10,6,9,0,0,0,0,0,0,0
20/2/2023,167,7,169,6999,0,18,0,30,119,11,2,129,25,7,4,2,41,45,24,19,15,6,4,0,0,0,0,0,0,0
21/2/2023,184,3,192,6991,0,21,1,27,135,7,6,144,27,4,3,6,43,52,31,18,12,8,7,0,0,0,0,0,0,0
22/2/2023,229,0,227,6993,0,17,1,33,178,6,6,177,40,3,3,6,48,67,45,17,15,12,13,0,0,0,0,0,0,0
23/2/2023,224,1,278,6939,0,22,0,33,169,12,5,177,30,6,6,5,53,65,38,21,16,8,6,0,0,0,0,0,0,0
24/2/2023,204,5,254,6889,0,19,0,34,151,5,3,168,28,3,2,3,50,64,38,16,10,11,7,0,0,0,0,0,0,0
25/2/2023,173,3,219,6843,0,10,2,27,134,6,0,143,24,4,2,0,46,58,19,20,12,5,7,0,0,0,0,0,0,0
26/2/2023,207,1,175,6875,7,24,2,43,138,11,3,158,35,3,8,3,48,71,28,11,12,10,13,0,0,0,7,0,0,0
27/2/2023,190,2,177,6888,18,24,2,28,136,9,4,122,55,6,3,4,38,47,22,15,13,17,25,0,0,0,18,0,0,0
28/2/2023,206,5,176,6917,1,29,0,36,141,12,3,157,34,10,2,3,52,59,30,16,13,9,12,0,0,0,1,0,0,0
1/3/2023,217,0,233,6899,0,18,0,38,161,12,5,173,27,4,8,5,62,59,34,18,6,14,7,0,0,0,0,0,0,0
2/3/2023,244,2,0,7138,0,20,2,31,191,6,5,193,40,2,4,5,58,71,33,31,17,7,16,0,0,0,0,0,0,0
3/3/2023,204,4,213,7129,0,22,1,32,149,12,4,157,31,6,6,4,61,52,24,20,13,9,9,0,0,0,0,0,0,0
4/3/2023,170,2,178,7121,5,18,2,24,126,7,2,129,32,3,4,2,42,52,17,18,9,11,12,0,0,0,0,51,0,0
